name,status
eyeIO,closed
Praxify,closed
Cheers In,closed
PrestaShop,closed
Investview,closed
PassivSystems,closed
Kahub,operating
AmSafe,closed
App.io,closed
RoverTown,closed
EduRise,operating
eVigilo,closed
Oration,operating
LBE Security Master,operating
Orchestrate,operating
Zbird,closed
Team Software Innovations Inc.,closed
Upside Commerce,closed
Instabridge,closed
Acupera,closed
Donald Danforth Plant Science Center,operating
Ovna Medical,operating
Innovari,operating
Ideatory,operating
Regenesance,operating
trueAnthem,operating
SupportSpace,closed
NeurOp,operating
SolarVista Media,operating
VECTOR INC.,closed
Stayes,operating
Altia Systems,closed
Interlink Networks,operating
BlueWhale,operating
Rootless,operating
Red 5 Studios,closed
ConnectToHome,operating
everyglobe Ltd,closed
Fulgent Therapeutics,closed
ClicVU,operating
China Garment,closed
TweepsMap,operating
Top Image Systems,closed
Screen Fix Gibson,operating
B.S. Geoteknik,closed
AppDome,operating
"BlueInGreen, LLC",closed
Somera Communications,operating
Gemstone Biotherapeutics,operating
WonderPoint Software,operating
AI Media,operating
BrightFunnel,operating
MightyMeeting,operating
Prinzio,operating
Archibald Optics,operating
PreApps,closed
Testfire,closed
MediaTrust,closed
NanoHorizons,closed
"Adfora, Inc.",operating
Red Rover,operating
ThermalTherapeuticSystems,closed
ScrollMotion,operating
Solar & Environmental Technologies,closed
VINTU,operating
Snap Kitchen,operating
Bitsmith Games,closed
Novadiol,closed
Tradesy,operating
TruQu,operating
Ninua,closed
CleanAgents.com,operating
Shenzhen Winhap Communications,operating
NowThis News,closed
Tenable Network Security,closed
Enable Systems,operating
Quikkly,operating
Datamyne,closed
Jimdo,operating
Enventum,operating
Hotpathz,operating
Heverest.ru,operating
Fundwise,closed
UCDplus,operating
Madada,closed
Zank,operating
Tributes.com,operating
Diurnal,operating
Coastal World Airways,closed
Freespee,closed
kSARIA,closed
Polygenta Technologies,operating
LogRhythm,closed
"MoAnima, Inc.",operating
Visbit Inc.,closed
Energy Micro,operating
Netadmin,operating
Marketecture,closed
Tecuro,closed
Ringpay,closed
Babyscripts,closed
Hair Jail,operating
Three Melons,operating
Lophius Biosciences,operating
SmartProcure,operating
Traffio,operating
Zize,operating
Trymph Inc.,operating
BusyEvent,closed
Libretto,operating
BIDS Trading,closed
Recommerce Solutions,operating
momondo,closed
TheParty.Net,closed
Stepping Stones Home & Care,operating
TapCommerce,operating
PredPol,closed
Changers.com / Blacksquared GmbH,operating
Picturk,operating
Alantos Pharmaceuticals,operating
Troubleshooters Inc,closed
Tradescape,operating
Omniata,closed
Stylyt,closed
SousaCamp,closed
Westward Leaning,closed
RainTree Oncology Services,operating
Evereve,closed
FMP Products,operating
Study Plus,operating
LangoLab,operating
Yellloh,operating
ABC Data,operating
MudWatt,closed
The Theater Place,operating
Paradigm,closed
MarketInvoice,closed
Homeschool Snowboarding,operating
Gwynnie Bee,closed
Principly,closed
iSyndica,operating
SemanticMD,closed
Allotrope Partners,closed
Thorne Holding,operating
Acacia Communications,closed
RightPath Payments,operating
Adynxx,operating
StrictlyRock.com,closed
Million Dollar Earth,closed
True Science,operating
Basic Pharma,closed
StemPath,closed
ClickFacts,operating
Estify,closed
Military Cost Cutters,operating
Defense.Net,operating
Varaani Works,closed
Angelantoni,closed
Omnisoft Services,closed
Challenged,closed
Sterecycle,closed
Minefold,closed
Carma,closed
Lasso Media,operating
Who What Wear,operating
Calabrio,operating
Kewen,closed
Ixtens,closed
Jooobz,closed
Parallocity,operating
Stylect,closed
Samba Ventures,operating
Edusoft,closed
Shopping Buddy,operating
INBEP,closed
Acuity Pharmaceuticals,operating
Integra Telecom,closed
1006.tv,closed
Tau Therapeutics,closed
Relatient,operating
ESV Digital,operating
Gamma Medica-Ideas,closed
TravelCLICK,closed
No World Borders,operating
Rewarder,operating
hackajob,operating
IncentTo,operating
Global Investor Services,operating
Cargo,operating
Replica Labs,operating
In Ovo,operating
OpenDesk.cc,operating
Iahorro Business Solutions,operating
SumZero,closed
Traycer Diagnostic Systems,operating
Triacta Power Technologies,operating
Optofluidics,closed
LEHR,closed
VibeSec,closed
Aira,operating
Prairielaw.com,closed
Sovolve,closed
Sloning BioTechnology,closed
Electric Cloud,closed
Kidlandia,closed
Eyesquad,operating
T-Netix,closed
Nest Wealth,closed
Rayvio,closed
HardDrones,operating
Altavian,closed
Anaplan,closed
Fluent Home,closed
Dailysingle,closed
SelSahara,closed
DailyGobble,operating
Plytix,operating
Nemo TV,closed
Fiteeza,closed
SOGAEYO,closed
MOO.COM,operating
STAT-Diagnostica,closed
ietty,closed
Xplornet,closed
WeatherNation TV,closed
curated.by,closed
Tesloop,closed
Sunsea,operating
MyWebzz,closed
Lakala,closed
The Advisory Board Company,operating
Zinwave,closed
tab ticketbroker,closed
ACS Biomarker,closed
Aegera Therapeutics,operating
Aesthetic Everything® Social Network,operating
Fandom,operating
Wheego Electric Cars,closed
MobileApps.com,operating
Idle Gaming,closed
KelBillet,closed
Torex Retail Canada,operating
Symphony Concierge,operating
Infiniteach,operating
AVIcode,closed
Here@ Networks,operating
Pocket Video,operating
Pro 3 Games,operating
Rocket Raise,operating
Secret Escapes,closed
Tuxebo,operating
Common Trip,closed
Salus Security Devices,operating
Offermatic,operating
NEST Fragrances,closed
Renaissance Learning,operating
Vanderdroid,closed
Fluidic Analytics,operating
"GLAMSTAND, Inc.",closed
Brandtone,operating
Jinko Solar Holding,closed
Electron Database,operating
Ekaya.com,operating
SnapSolver,operating
Genomas,operating
KidZui,closed
Advanced Biomedical Technologies,closed
Mirabilis Medica,operating
Luxul Wireless,operating
SoPayMe,closed
Science Fantasy,closed
1DayMakeover,closed
Avillion,closed
OOgave,closed
KazeLoon Records & K.D Lean,operating
Wovo,closed
LÃ©a et LÃ©o,operating
Cherry Works,closed
The Auto Vault,operating
Mango Bay Vacation Rentals,operating
Kronomav Sistemas,operating
Nook Media,operating
SharedBy.co,closed
Main Street Hub,closed
Headspace,operating
RipCode,closed
Smartzilla,closed
Streamience,operating
Tuolar.com,operating
İş kutusu video ajansı,operating
Just Sales by Shop O Lot Inc.,operating
MonkeyFind,closed
Poke'n Call,closed
Namshi,operating
Gangkr,operating
Aoliday,operating
Expocentric,operating
Lanier Parking Solutions,closed
C7 Group,operating
Hyperfair,closed
Octane5 International,operating
Anyone Home,operating
Omniture,operating
SENSU,closed
Readiness Resource Group,operating
Cyphoma,closed
Dispersol Technologies,operating
KrÃ¶hnert Infotecs,closed
SkinMedica,operating
omelett.es,operating
innRoad,operating
AudioCaseFiles,operating
Idooble,operating
Wirama,closed
Inimex Pharmaceuticals,operating
Syntilla Medical,closed
Self Point,operating
RCR Enterprises,operating
Adim8,operating
MicroEnsure,closed
Clube Orgânico,operating
MedManage Systems,operating
SecureNet,closed
Onbone Oy,closed
InnomiNet,operating
Honeymate,closed
Strong Arm Technologies,closed
Gratci,operating
Beeminder,operating
Blue Saint,operating
StratusLIVE,operating
edjing,closed
Tiempo,operating
pixbypix,closed
Pageflakes,operating
Momo,operating
Sala International,operating
Sugru,closed
MySongToYou,closed
Next Points,operating
Mintera,closed
Orthus Limited (UK),closed
Tesseract Interactive,closed
Gera-IT,operating
Leap Motion,operating
NewsPage,closed
"Boundless Spatial, Inc.",closed
XpertSea Solutions,closed
WellNow Urgent Care Holdings,closed
incir.com,closed
Cordium Links,closed
"UQ, Inc.",operating
Commnet Wireless,closed
AllSource Analysis,operating
PurposeEnergy,closed
ENTEROME Bioscience,operating
Ignite Media Solutions,operating
Site Organic,closed
Happy Industry,closed
Lontra,operating
HauteLook,operating
"Bazaar Corner, Inc.",closed
SkyFront,operating
Gatheric,closed
SCI Solution,operating
Inteligistics,operating
BroadHop,closed
ClosetDash,closed
Legal Hero,operating
On Center Software,closed
OmniLync,operating
Undeveloped,operating
Compology,closed
Homelyst,closed
LQD WiFi,operating
The Totus Group,operating
Nyxoah,closed
Dormzy,closed
Connected Corporation,closed
Fashfix,operating
"BurnThis, Inc.",closed
AtomShockwave,operating
Viraltag,operating
Web Geo Services,closed
PingCo.com,operating
Trifecta Investment Partners,closed
Hinge,closed
HLS Therapeutics,closed
Skype,closed
South Valley CrossFit,closed
szybkafaktura.pl,operating
Ozone Purification Ltd,operating
Novira Therapeutics,operating
InvenZone,closed
Savil.me,operating
Traxian,closed
"Zenfolio, Inc",closed
Osmo,closed
motify,closed
Tiberium,operating
Alector,operating
Moneero,operating
Capos Denmark,closed
Grand Round Table,operating
City Twig,operating
Totally Interactive Weather,operating
First30Days,operating
Jayride.com,closed
HopSkipDrive,operating
Vision Internet,closed
Snapverse,closed
uFaber,operating
Radico,operating
Allyes Advertisement Network,closed
HotelTonight,closed
Eden Shield,closed
Avot Media,operating
Madvenue,operating
Richmedia,operating
PropTiger,closed
Viaziz Scam,operating
Sooligan,closed
Maozhao,operating
Wifi Online,operating
CCS Holding,operating
Retail Rocket,closed
Sadra Medical,closed
Aristotle Circle,closed
Sonabos Technologies,operating
SRM Solutions,closed
Kalion,closed
Times pace Intelligent Technology,operating
LearnSprout,operating
Tao Sales,operating
ShuttzButtz,operating
Nayam Innovations,operating
Anygma,operating
Soundtrap AB,operating
Metacrine,operating
AppGyver,operating
ABODO,operating
FlowVella,operating
Tengrade,operating
H-umus,closed
LY.com,operating
Solari Energy,operating
edugates - Experience a New Language,closed
Integrated International Payroll,operating
ANDevices,operating
Infor,operating
Med ePad,operating
Gripp'n Tech,closed
ClearTracks,operating
Core Stix,operating
Moneytree,operating
Food on the Table,closed
Shotnote,operating
TravelAI,closed
Sawtooth Ideas,operating
Initiate Systems,closed
Giver,closed
Land Systems Corp.,operating
Zlango,operating
Arvirago,operating
Steek SA,closed
Gan & Lee Pharmaceutical,closed
Stat,closed
Furdo,operating
Zigi Games Ltd,operating
Sividon Diagnostics,operating
New Futuro,operating
Tidalwave Trader,closed
Lantech,closed
6Rooms,operating
Fastnet Oil and Gas,closed
TIP Solutions,operating
Excelimmune,closed
POINT Biomedical,closed
Rovio Entertainment,operating
Mark43,operating
Article One Partners,closed
Epicerie,closed
JUMPTHECUT,closed
Life Care Medical Devices,closed
Yicha Online,closed
Celtra Inc.,closed
Luxalia,closed
Taggle Internet Ventures Private,closed
Quizrr,operating
Equals6,operating
Brain Sentry,closed
Aquantia,closed
StoryCorps,operating
MNG Laboratories,operating
ShoorK,operating
CybEye,operating
plista,closed
DUHEM,closed
iBiz Software,closed
Socset.,operating
4 Cast Broadcasting Corporation,operating
AppShare,closed
Vology,operating
Get Gone Traveler,operating
Lakeside Endoscopy Center,closed
TrustID,operating
ArtistForce,closed
TK Energi,closed
fundfindr,closed
Emoticast,operating
NIN Ventures,closed
nodishes.co.uk,operating
Vintela,closed
Comparison Creator,operating
Groupspeak,operating
MusicNow,closed
Vaccinogen,operating
Content Calendr,closed
Congenica,operating
Usbek & Rica,operating
Koinify,closed
FreshDigitalGroup,operating
WIV Labs,closed
zPerfectGift,operating
WhatClinic.com,operating
IndiaMART,closed
Brainz Games,operating
Oxitec,operating
VIDA Software,closed
Eved,operating
Precog,operating
Poliglota,operating
GoodLife Fitness,closed
Kynded,closed
Orexigen Therapeutics,closed
SVR Tracking,closed
XLABS,closed
Fraudwall Technologies,closed
PlazaVIP.com S.A.P.I. de C.V.,operating
Md7,closed
Edinburgh Molecular Imaging,operating
Bio-Adhesive Alliance,closed
BVG India,operating
IconPulse,closed
Basisnote AG,closed
YAP Jobs,closed
FirstRide,operating
Sommer Pharmaceuticals,operating
Backup Circle,operating
Slinky,closed
Genemation,closed
Atlas Obscura,operating
Sage Wireless Group,operating
Cubito,closed
FreshGrade,operating
Health Essentials,closed
Webstep,closed
GageIn,operating
Cupcake Entertainment,operating
ParkFlyRent,closed
MegaZebra,operating
PartnerGo,closed
Kami,closed
Cadec Global,closed
99tests,closed
ReferStar,operating
Zeetl,operating
MailFrontier,operating
VLinks Media,operating
Green Throttle Games,operating
Albatross Golf Network,closed
SuperMighty,closed
Perillon Software,operating
Quantira Technologies,operating
Reality Jockey,closed
Virtkick,closed
HungryBuddies.com,operating
5BARz International,closed
Eyeota,closed
AgileSwitch,closed
OwnOut,closed
Re5ult,operating
FlyingCodes,closed
NanoPrecision Holding Company,closed
Rent My Vacation Home USA,operating
Bonsai AI,operating
Relay Ventures,closed
Explain Everything,closed
Identity Engines,closed
Opportunity Network,operating
Conatix,closed
nourissh,operating
KSY Corporation,closed
Green Hills,closed
The Highway Girl,operating
Bolsa de Mulher Group,closed
Validas,operating
HyperMed,closed
Lumos Networks Corporation,operating
Sabre Energy,closed
Kinvision,operating
XSI Semi Conductors,closed
AutoNavi,closed
Linekong,operating
Xadira Games,closed
Zenput,closed
Bwareit,closed
SecurSolutions,closed
Anna-Rita Sloss Enterprises,closed
MyStore,operating
Zudy,closed
Domain Apps,closed
CUJO,closed
Tower of Pizza,operating
Ischemix,operating
Common Sense Media,closed
Gorkha,operating
Doubloon,closed
Mobile Content Networks,operating
OpenBazaar,operating
pinion-pins,closed
Platster Inc.,operating
WeFi,operating
Ringthree Technologies,operating
ShapeShift.io,closed
Daydream.io,operating
Bellstrike,closed
Dwllr,operating
SweetLabs,operating
Fariqak,operating
Netqwerk,closed
AAC Technologies Holdings,closed
Sincuru,operating
TeamSupport,operating
"o9 Solutions, Inc.",operating
Aquavit Pharmaceuticals,operating
Efficas,operating
Thoughtly,operating
MesMateriaux,operating
TVA Medical,closed
Carmageddon,operating
Bromium,closed
Celsion,operating
Supportie,closed
Magenta Medical,operating
Bee Resilient,closed
CancerIQ,closed
Fictiontree,closed
Havelide Systems,operating
Astroscale,operating
BKON Connect,closed
Localsensor,operating
fanatix,closed
Closeup.fm,closed
NeoNan,closed
VYRE Limited,operating
Happy Elements,operating
Total Beauty Media,operating
GlassHouse Technologies,operating
Kyak Interactive,operating
WeddingLovely,operating
SHINE Medical Technologies,closed
Qloud,closed
Productopia,operating
Geneix,closed
Picostorm Code Labs,closed
Metal Networks,operating
Quintiles,closed
P21,operating
Key Cybersecurity,closed
OmnyPay,operating
Scary Mommy,operating
Orteq,closed
Iizuu,closed
Designs by Leonardo,operating
EnergyStone Games 灵石游戏,operating
NanoVasc,operating
LifeCareSim,closed
Ares Commercial Real Estate Corporation,closed
HNNG,closed
Rocky Mountain Oasis,operating
Holographic Projection for Architecture,operating
Fullfact,closed
Laser Motive,closed
Maluuba,operating
Trendyol Group,closed
Promodity,operating
KaraokeSmart.co,operating
SOHM,closed
Utilidata,closed
Solar Pool Technologies,closed
Twinz,closed
Appcara Inc,closed
Plot Projects,closed
OrbFlex,operating
GPredictive GmbH,closed
FanMob,closed
Playmatics,closed
link2golf,closed
MxEnergy,operating
Creditable,closed
NOW Digital,operating
Get 2 It Sales,operating
MentAd,operating
Crowdera Inc.,closed
CCURE,operating
Goop Inc.,operating
MarijuanaStocksIndex.com,closed
GID Group,operating
Bluewater Bio,closed
Queen Sting Films,closed
Kickball Labs,closed
Liftopia,operating
GridIron Systems,operating
Nano3D Biosciences,operating
ArborWind,closed
ProgrammerMeetDesigner.com,closed
PFO Global,operating
Ofercity,operating
VitalTrax,operating
Tideway,operating
ActualSun,operating
Ledge,closed
Novogy,operating
Threshold Pharmaceuticals,closed
Audyssey,closed
ClearFit,operating
Gotye,closed
Welltheon,closed
Avenda Systems,closed
Nextbit Systems,closed
VENDi,closed
DecisionNext,operating
SCYFIX,operating
Storrz,closed
Ontela,operating
Silk Therapeutics,operating
IronPort Systems,operating
A LITTLE WORLD,closed
Industry Weapon,operating
Panna,closed
Redfin,operating
UYA100,operating
SeQuent Scientific,operating
SummitIG,closed
Flite,operating
Miinto Group,operating
University of New England,operating
Jumia,operating
Paper Battery Company,closed
V Wave,operating
K-MOTION Interactive,operating
Social Moov,operating
Phonezoo Communications,operating
AKT,operating
Global Locate,operating
Entomed,closed
Infinity Assurance Solutions,closed
InnaVirVax,closed
Ichiba,operating
AdECN,closed
One Jackson,closed
JWD Machine,operating
HyperWeek,closed
Furie Operating Alaska,closed
The Virtual Reality Company,operating
Zebra Technologies,closed
Kixer,operating
A123 Systems,closed
Global Database,closed
PLC Diagnostics,operating
SomnoMed,operating
Q-Layer,operating
TalentLender,closed
Vital Sensors,operating
storeFlix,closed
GTFO Ventures,closed
"DCMM, LLC",closed
RadPad,operating
Flutura Solutions,closed
Prong,closed
Wongnai,operating
i cubed systems,operating
LocoMobi,operating
Fusion-io,closed
Userbin,closed
Galil Medical,closed
MyToons,closed
Springleaf Therapeutics,closed
Tricida,closed
Puralytics,closed
SunCommon,operating
Bulletproof Group Limited,closed
VirtuOz,operating
Notizza,operating
Rimini Street,operating
ProsperWorks,operating
Active Voice Corporation,operating
Compass Labs,operating
Moresise Bank,operating
Boutir,operating
Actional Garners,closed
RxCentric,closed
Car Clubs,operating
CleanSlate,closed
SuccessFactors,closed
OrangeSlyce,closed
Aggregate Knowledge,operating
NSite Software,closed
TitanFile,closed
videogram,closed
Elecsnet,closed
The Hotel Barter Network,closed
EatAds.com,operating
Umbala,closed
KaritKarma,operating
picsell,closed
DotAlign,operating
Chat Sports,closed
QikServe,closed
Bevii,closed
BitGravity,closed
Digitour Media,operating
iBuyitBetter,operating
Quotient Clinical,closed
Jetpack Workflow,operating
Allele Biotech,operating
Zenph Sound Innovations,closed
Revolve.,operating
Superconductor Technologies,operating
StyleQ,closed
PlaySimple,closed
Newfo,operating
NMB Bank,closed
Durata Therapeutics,operating
Accent,closed
Nuon Therapeutics,operating
Allpix Innovation,operating
OpenBook,operating
Robo Wunderkind,closed
Shanghai Muhe Network Technology,closed
Vinomis Laboratories,operating
Sycelim,operating
Tunepics,closed
Yunzhilian Network Science and Technology Co. ltd,closed
Tropical Skoops,closed
Annapurna Microfinace,operating
AirMap,closed
PLAYSTUDIOS,operating
zipcodemailer.com,operating
Pacific Biosciences,closed
PrivacyCentral,closed
KosherSwitch Technologies,operating
Trintech,closed
Rent frock Repeat,operating
Clipsource,operating
Enlearn,operating
Jobydu,operating
PowWowHR,closed
Western Window Systems,operating
Mejuri,closed
onkea,operating
AppIt Ventures,closed
500Indies,closed
Reha Technology AG,closed
Myrio Solution,operating
Channel Intellect,closed
AdLib Mediation LLC,operating
Conversion Associates,operating
Helicon Therapeutics,closed
Talyst,closed
SeptRx,closed
Studentpreneur,operating
Rad Power Bikes,operating
Airgate International Corporation,operating
Scroll.in,operating
ChapDrive,operating
Addvocate,operating
NextCare,closed
Signicat,operating
threadsy,closed
HAN Benefits Advantage,operating
Answerology,closed
PureWow,operating
StyleTread,operating
Znapshop,closed
RememberIt.com,operating
TranquilMed,closed
CastBridge,operating
Odyssey Logistics & Technology,operating
GLOBALBASED TECHNOLOGIES,closed
Jeeves,operating
VenueJam,closed
Xylitol Canada,operating
Harvest Trends,closed
Enmetric Systems,closed
Silicon Biology,operating
Beaming,operating
VideoSelfie,operating
Scivantage,operating
Sanwu Internet Technology,closed
travayl,closed
Knowledge Nation Inc.,closed
GiftCardsIndia,closed
Surfwax Media,operating
OrbitRemit Global Money Transfer,operating
imedo,closed
OHK Labs,closed
Biorasis,closed
iHealth Labs,closed
Koupon Media,operating
Storm Tactical Products,operating
Rainbow Yard,closed
tic,closed
Yogurtistan,closed
Canvas Networks,operating
Provista Diagnostics,operating
Five Star Technologies,closed
STC AMDEF,closed
TradeBeam,operating
Plated,closed
GenerationStation,operating
Sidense,closed
Everbots,closed
ZappRx,operating
Spinn.Coffee,closed
OggiFinogi,operating
SinDelantal,operating
John Financial & Associates,operating
Accelera,operating
UNIFi Software,operating
Litographs,operating
GoExcursion,operating
Startup Village,closed
Acumera,closed
PlusBlue Solutions,closed
GOODWIN,closed
Netragon,operating
OffSite VISION,closed
XL Hybrids,closed
Helix Micro,closed
3d Vision Systems,closed
Optomec,closed
Corridor Pharmaceuticals,operating
Qlucore,operating
Gap Designs,operating
Skoop,operating
Treebo Hotels,closed
Haoche51.com,closed
Hachiko,operating
Tansa Clean,operating
CureTech,closed
Coin,closed
Noxilizer,operating
Paytrail,operating
WebSafety,closed
TherMark,operating
Red Robot Labs,operating
GrooveJar,operating
BayouGlobal Forex Trading,operating
Clicktree,operating
BONESUPPORT,closed
Hoana Medical,closed
Nanalysis,closed
Hubgets,operating
Captronic Systems,operating
Maverick Wine Group LLC.,closed
Coley Pharmaceutical Group,closed
Tuee,closed
GlobalPrint Systems,closed
Medicast,closed
iPixCel,operating
StockonDeals,closed
ReCept Holdings,operating
Softricity,closed
Food Runner,closed
Neck Tie Koozies,closed
Crowdly,closed
Xoft,closed
OneClass,operating
Innovate/Protect,operating
Sherpa Digital Media,operating
Tippr,closed
Ibelem,operating
Summa Health,closed
LocalRealtors.com,closed
LawPadi,operating
Rushmore.fm,operating
Payment plugin,closed
Hoods,operating
Holidu,closed
Landmaster Partners,closed
Innovative Mobility,operating
WithWine,closed
Xochitl (So-Shee) Gold mines,closed
MadeUp,operating
SmartZyme,operating
TVbeat,closed
Kingfish Group,closed
Liquorun,closed
TipCat Interactive 沙舟信息科技,operating
Spectrum Devices,operating
Trustribe,closed
Pepper Networks,operating
PROTEGO,closed
Point Inside,closed
Bacterioscan,closed
VYou,operating
Crowdery,closed
IronCurtain Entertainment,closed
Silvergate Pharmaceuticals,operating
Kelkoo,operating
Makeable,closed
Zenoti,operating
ams AG,closed
The Guild,operating
IQuum,operating
Ionix Medical,operating
DynaPro Publishing Company,operating
zUniversity,operating
Biotz,closed
NOW! Innovations,closed
Referanza,operating
Dynamic Recreation,operating
Virtual DBS,closed
Mirror Digital,operating
Catwalk15,closed
BeMo,operating
Under100,closed
100du.tv,closed
Cambridge Executive Enterprises,closed
Uanbai,closed
Gloss48,operating
NaviMedix,operating
Yoochoose,closed
Garageio,operating
Global Imaging Online,operating
ShopCo,closed
I.T. MOVES IT,closed
Pharos Innovations,closed
New Horizons,operating
"SMARTEDUCATION, LTD.",closed
Ellacoya Networks,operating
Synker,operating
KarmaKey,operating
"Remixation, Inc.",operating
"HerbFront, Inc",operating
"LOCKON CO.,LTD.",operating
Cleaning Exec Cleaning Services,operating
FabFitFun,operating
HappyBox,closed
Discount Ramps,closed
Horizon Discovery,closed
AngioSlide,operating
Tucker Auto-Mation,closed
Blinkit,closed
Uepaa,operating
FX Aligned,closed
SerbisU,operating
Zostel,closed
Tapster,operating
Kokoroe,operating
"RoomKey Technologies, Inc.",closed
LendingStar,closed
Angiodroid,closed
Saint Luke's Foundation,closed
LikeWhere,operating
Protalix BioTherapeutics,operating
VideoClix,operating
Crack,closed
PlayFilm,operating
X-Nav Technologies,operating
SavingGlobal,closed
ResearchWe,closed
Perlecan Pharma,operating
Matcha,operating
Fieldbook,operating
Golden Gateway Financial,closed
Bostwick Laboratories,closed
Netaxs Internet Services,operating
Sr.Pago,closed
FlashFunders,operating
Tibion Bionic Technologies,closed
Instant AV,closed
Pantech,closed
Teritree Technologies,operating
Above Security,operating
Freebee,closed
Monkimun,closed
Sporterpilot,operating
Accera,closed
When I Work,operating
Solar Flow-Through,operating
BitArts Labs,closed
"Throne VIP, Inc.",closed
SRC Computers,operating
Albeo Technologies,operating
24me,operating
Spark Therapeutics,closed
Browns-Hall Gardner,closed
Impraise,operating
QuietStream Financial,closed
Edúkame,operating
Sneeky,operating
iNovo Broadband,operating
Smartcare,operating
Carmenta Bioscience,closed
"Crossboard Mobile (Formerly Pontiflex, Inc.)",operating
Re.Mu,operating
oneQube,closed
Clifford Thames,operating
SurDoc,operating
Lane,operating
Wizeline,operating
Smartairtrip,operating
Entigral Systems,closed
HotelRunner,closed
Bin1 ATE,operating
IDX Corp,operating
NightStay,operating
Lattice Voice Technologies,closed
Vaxxas,closed
Delvetica,operating
Evostor,closed
iYogi,operating
IC Solutions,closed
iLoveVideo.tv - passionately powered by castaclip GmbH,operating
Anova Culinary,closed
Kindstar Global (Beijing) Medicine Technology,closed
ApeniMED,operating
Bundlr,closed
Vanguard Dealer Services,closed
Semafone,closed
Envenergy,operating
RadLogics,closed
Pibox,operating
"BagnaCauda Co., Ltd.",operating
Positronics,operating
OR Productivity,operating
Avant,closed
Btarget,operating
ExtractAlpha,operating
Garmor,operating
FatPipe,operating
Joppel,closed
EEWORX,closed
Earth Med,closed
Dark Skull Studios,closed
Ploonge,closed
PebblePost,closed
Adatao,closed
Getup Cloud,closed
Stickybits,operating
United Biosource Corporation,operating
SportsLock,closed
Applauze,closed
Erydel,operating
NextImage Medical,closed
Batterii,closed
Eventcheq,closed
ELVPHD,operating
TrueView,closed
Vivocha,operating
Vigilix,operating
Park Designs,closed
Tappp,operating
BIZZBY,closed
iBiquity Digital Corporation,closed
Meludia,operating
Nanorex,operating
Zmorph,closed
Cuponomia,operating
PrimeSense,operating
InvestCloud,operating
Beckom Investment Group,closed
PeoplePerHour.com,closed
Derbywire,operating
Sensbeat,operating
PolyInnovations,closed
NovaDigm Therapeutics,closed
Citymapper Limited,closed
LocaModa,closed
OptiMine Software,closed
Wintermute,operating
Wizzard Software,closed
Wistone,closed
Citizengine,operating
Crashmob,closed
"Paradigm4, inc.",operating
PacketTrap Networks,operating
Moverati,closed
Xtelligent Media,closed
Wine in Black,operating
Ecofoot,operating
AudioCatch,operating
Shearwater International,closed
CPAP TotalCare,closed
Hubskip,closed
Conductor,operating
RealConnex.com,operating
PetSmart,closed
Golf121,closed
Myer,closed
Gameyeeeah,closed
eVoter,closed
Matchalarm,closed
Cards Off,operating
"Broncus Technologies, Inc.",operating
Beeken Biomedical,closed
Microblr,operating
eBooks in Motion,closed
ProspectNow,closed
Scrybe,closed
Traackr,closed
Play With Pictures / HangPic,operating
Birdi,closed
rag & bone,closed
Hidden City Games,operating
Clearpath Robotics,operating
Hot Mix Mobile,operating
Ticket Hoy,operating
Pomogatel,closed
Pipelinefx,closed
ITango,operating
DiscountIF,closed
Liiiike,closed
Bourn Hall Clinic,closed
Stockroom,closed
Pareto Biotechnologies,closed
Vormetric,closed
Videoink,closed
DeliveryChef.in,closed
HLR Properties,closed
Altatech,operating
PROVECTUS PHARMACEUTICALS,operating
Big Data for Humans,operating
Blitz X Performance Instruments,operating
FaceCake Marketing Technologies,operating
mobiManage,closed
BiPar Sciences,operating
Ntensify,closed
Goodybag,operating
Who-Sells-it.com,closed
FarmFresh,closed
BombBomb,closed
Rajant Corporation,closed
Snootlab,closed
Actimize,closed
Marerua Ltda,operating
Sandbox Studio,closed
Cutting Edge Wheels,closed
Excel Manufacturing,operating
Trekurious,operating
OOSM,operating
Sustaination,operating
"Compath Me, Inc.",operating
"Kong Studios, Inc.",operating
Stockpulse,operating
Argos Risk,operating
Orbster,operating
Xingshuai Teach,closed
Mode Media (fka Glam Media),operating
Avantium Technologies,operating
AML Superconductivity and Magnetics,operating
Capevo,closed
Lit Building Directory,closed
Entertainment Media Works,closed
NutriMe,closed
KartRocket,operating
Yugma,operating
Courion Corporation,operating
Monkey Bizness,operating
Insulet,closed
Pure Networks,operating
CarSight,operating
Spectrum Bridge,operating
octoScope,operating
Atlantic Excavation Demolition & Grading,operating
XIHA,operating
SPI Labs (Smart Podcast Player),operating
Kik,operating
Handprint,closed
Virtusize,closed
Altrec.com,operating
Abios Gaming,operating
Aragon Surgical,operating
Black Drumm,operating
SweetIQ Analytics,closed
Fosbury,operating
SpinTheCam,closed
Wicom Communications,closed
Balerin.com,operating
Invisible Puppy,operating
GATR Technologies,operating
Enservco Corporation,operating
OncoHealth,operating
Inline.me,closed
NextRequest,closed
E.I.S. Aircraft,operating
Storymix Media,operating
Broken Envelope Productions,operating
Prism Skylabs,operating
Dropcam,operating
SidePrize,closed
Send Word Now,operating
Cinelan,operating
Vuevent Inc.,operating
HubChilla,closed
Humanoid,operating
Rustoria,operating
DBS Communications,operating
Space Race,closed
Selfless,operating
Hotelscan,closed
Imprint Energy,operating
MotionPoint,operating
Warm Health,closed
Vertex Energy,closed
